;-10,855;-47,773;21,572;77,000
;-10,636;-47,810;21,572;77,000
;-10,433;-47,835;21,572;77,000
;-10,285;-47,860;21,572;77,000
;-10,137;-47,885;21,572;77,000
;-10,004;-47,923;21,572;77,000
;-9,926;-47,948;21,572;77,000
;-9,864;-47,973;21,572;77,000
;-9,770;-47,973;21,585;76,000
;-9,708;-47,973;21,585;76,000
;-9,646;-47,973;21,585;76,000
;-9,591;-47,973;21,585;76,000
;-9,521;-47,973;21,572;76,000
;-9,490;-47,973;21,585;76,000
;-9,544;-47,973;21,585;76,000
;-9,482;-47,973;21,585;76,000
;-9,458;-47,973;21,585;76,000
;-9,427;-47,973;21,585;76,000
;-9,404;-47,973;21,585;76,000
;-9,388;-47,973;21,585;76,000
;-9,357;-47,973;21,585;76,000
;-9,349;-47,973;21,585;76,000
;-9,357;-47,973;21,585;76,000
;-9,326;-47,973;21,585;76,000
;-9,318;-47,973;21,585;76,000
;-9,318;-47,973;21,585;76,000
;-9,310;-47,973;21,585;76,000
;-9,287;-47,973;21,585;76,000
;-9,341;-47,973;21,585;76,000
;-9,318;-47,973;21,585;76,000
;-9,287;-47,973;21,585;76,000
;-9,318;-47,973;21,585;76,000
;-9,263;-47,973;21,585;76,000
;-9,287;-47,973;21,597;76,000
;-9,209;-47,973;21,597;76,000
;-9,201;-47,973;21,585;76,000
;-9,193;-47,973;21,597;76,000
;-9,170;-47,973;21,597;76,000
;-9,139;-47,973;21,597;76,000
;-9,123;-47,973;21,597;76,000
;-9,139;-47,973;21,597;76,000
;-9,092;-47,973;21,597;76,000
;-9,068;-47,973;21,597;76,000
;-9,076;-47,973;21,597;76,000
;-9,045;-47,973;21,597;76,000
;-8,889;-47,973;21,597;76,000
;-8,725;-47,973;21,597;76,000
;-8,694;-47,973;21,597;76,000
;-8,678;-47,973;21,610;76,000
;-8,608;-47,973;21,610;76,000
;-8,616;-47,973;21,597;76,000
;-8,632;-47,973;21,610;76,000
;-8,694;-47,973;21,610;76,000
;-8,710;-47,973;21,610;76,000
;-8,764;-47,973;21,610;76,000
;-8,803;-47,973;21,610;76,000
;-8,897;-47,973;21,610;76,000
;-8,928;-47,973;21,610;76,000
;-8,951;-47,973;21,610;76,000
;-8,983;-47,973;21,610;76,000
